 תולדות יעקב בן יצחק (יוסף, יהודה ואחיהם)	בראשית לז1	פרשה_בתנך	prqim/t0137.htm#1
מקדש	בית המקדש ועבודת המקדש	מצוות_מקום	tryg/sug/ecm_mqdj.html
מקדש וקרבנות בספר משלי	רמזים לעבודת המקדש והקרבנות בספר משלי	אוסף מאמרים	tnk1/ktuv/mjly/mqdj.html
מקדש ראשון	בית ראשון - בית המקדש שבנה שלמה בירושלים	אוסף מאמרים	tnk1/kma/qjrim2/mqdj1.html
מקדש שלישי	בית שלישי - בית המקדש שמתואר בחזונות יחזקאל, שייבנה במהרה בימינו	אוסף מאמרים	tnk1/kma/qjrim2/mqdj3.html
מקדש שני	בית שני - בית המקדש שבנו זרובבל בן שאלתיאל ויהושע בן יהוצדק בירושלים	אוסף מאמרים	tnk1/kma/qjrim2/mqdj2.html
מקהלות	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/qhl.html
מקהלים	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/qhl.html
מקוֵא	כלי	לשון_המקרא	tnk1/ljon/jorj/qwh3.html
מקובץ	תואר [= [בינוני של "קֻבץ"]]	לשון_המקרא	tnk1/ljon/jorj/qbc.html
מקודש	תואר [= [בינוני של "קֻדש"]]	לשון_המקרא	tnk1/ljon/jorj/qdj1.html
מקוה1	מופשט	לשון_המקרא	tnk1/ljon/jorj/qwh1.html
מקוה2	מופשט	לשון_המקרא	tnk1/ljon/jorj/qwh2.html
מקוה2[ע]	מקום [= מקום קבוצת מים]	לשון_המקרא	tnk1/ljon/jorj/qwh2.html
מקוה3	חומר בנין [= מין מעשה קוים וחוטים, רד"ק ורלב"ג מל"א י28. אבל בעבור היותו נפרד בצירי, נראה שעקרו "מקוא" [ככתוב בדברי הימים], וה' תחת א', והוא דבר מה שלא נדעהו]	לשון_המקרא	tnk1/ljon/jorj/qwh3.html
מקולל	תואר [= [בינוני של "קֻלל"]]	לשון_המקרא	tnk1/ljon/jorj/qll1.html
מקום	מקום [= חלק בארץ, מיוחד לקום ולעמוד עליו]	לשון_המקרא	tnk1/ljon/jorj/qwm.html
מקום מן התואר	מקום מתואר	לשון_המקרא	tnk1/ljon/sug/LjonMMT.html
מקומות	מקום	לשון_המקרא	tnk1/ljon/sug/EcmMqom.html
מקונָן	תואר [= [בינוני של "קֻנן"]]	לשון_המקרא	tnk1/ljon/jorj/qnn.html
מקוצץ	תואר [= [בינוני של "קֻצץ"]]	לשון_המקרא	tnk1/ljon/jorj/qcc.html
מקור	צורת מקור	אוסף מאמרים	tnk1/ljon/dq/cwrt_mqwr.html
מקור	שם מתואר [= מאגר של נוזלים, מבוע]	לשון_המקרא	tnk1/ljon/jorj/qwr1.html
מקור חיים	ביטוי: מופשט	לשון_המקרא	tnk1/ljon/jorj/xy.html#bituy
מקורות ללימוד המצוות	דיונים על המקורות למצוות	אוסף מאמרים	tryg/mqor/index.html
מקושר	תואר [= [בינוני של "קֻשר"]]	לשון_המקרא	tnk1/ljon/jorj/qjr.html
מִקח	מופשט	לשון_המקרא	tnk1/ljon/jorj/lqx.html
מַקחות	שם מתואר [= סחורות הנלקחות]	לשון_המקרא	tnk1/ljon/jorj/lqx.html
מקטר	מופשט	לשון_המקרא	tnk1/ljon/jorj/qfr.html
מקטרת	כלי אש [= מחתה, וכת"י]	לשון_המקרא	tnk1/ljon/jorj/qfr.html
מקֵל	כלי [= נרדף לחוטר ומטה]	לשון_המקרא	tnk1/ljon/jorj/mql.html
מקלט	מופשט [= ענינו אחיזה וקבול]	לשון_המקרא	tnk1/ljon/jorj/qlf.html
מקלעת	שם מתואר [= ציורים מפותחים]	לשון_המקרא	tnk1/ljon/jorj/qle2.html
מקנֶה	חיה [= קניין בקר וצאן]	לשון_המקרא	tnk1/ljon/jorj/qnh1.html
מקסם	מופשט	לשון_המקרא	tnk1/ljon/jorj/qsm.html
מִקצוע	שם מתואר [= קצה ופאה, ובא גם לזוית ופינה]	לשון_המקרא	tnk1/ljon/jorj/qce.html
מַקצועות	כלי חיתוך [= כלי לקלף הנסרים]	לשון_המקרא	tnk1/ljon/jorj/qce.html
מְקֻצְעָה	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/qce.html
מקצת	שם מתואר [= חלק מכל]	לשון_המקרא	tnk1/ljon/jorj/qch.html
מקק	שורש [= ענינו נמיחה ונמיסה]	לשון_המקרא	tnk1/ljon/jorj/mqq.html
מקרא	מופשט [= התאספות]	לשון_המקרא	tnk1/ljon/jorj/qra.html
מקרא קודש	ביטוי: מופשט [= הכרזה על קדושת היום, או התאספות לשם ה']	לשון_המקרא	tnk1/ljon/jorj/qdj1.html#bituy
מקרה	מופשט	לשון_המקרא	tnk1/ljon/jorj/qrh3=qra.html
מקֵרָה	מבנה [= בית הקיץ, עשוי חלונות חלונות, שישב בו רוח לקרר, ות"י "בית קיטא"]	לשון_המקרא	tnk1/ljon/jorj/qrr.html
מקרין	תואר [= [בינוני של "הקרין"]]	לשון_המקרא	tnk1/ljon/jorj/qrn.html
מקרקעין	קרקע	מצוות_עצם	tryg/sug/ecm_qrqe.html
מקשֶה	תואר [= תיקון השיער, שלא יהיו רכים ויתפזרו]	לשון_המקרא	tnk1/ljon/jorj/qjh1.html
מקשָה1	עצם בארץ [= שדה קישואים]	לשון_המקרא	tnk1/ljon/jorj/qja.html
מקשָה2	שם מתואר [= הרמב"ם ז"ל בפרק ג מהלכות בית-הבחירה, נראה שמפרש "מקשה" לומר שאינה חלולה, וע' שם בכסף משנה. שהוא קשה וחזק]	לשון_המקרא	tnk1/ljon/jorj/qjh1.html
מַר	תואר	לשון_המקרא	tnk1/ljon/jorj/mrr.html
מר נפש	ביטוי: אופי [= מי שכל-כך רע לו עד שקשה לו לחיות]	לשון_המקרא	tnk1/ljon/jorj/mrr.html#bituy
מרא	שורש [= שם "מריא", והוא שור של פטם, ועמו "מוראתו" ["המריא" בשורש מרה]]	לשון_המקרא	tnk1/ljon/jorj/mra.html
מֻראָה	גוף [= זפק [ובבהמה - המסס], שבו המאכל מתעכל, ועל ידו נעשה בעל-החיים מפוטם]	לשון_המקרא	tnk1/ljon/jorj/mra.html
מראֶה	מראה [= מחזה, והוא המושג מעין רואה, ובא גם למראה נבואה]	לשון_המקרא	tnk1/ljon/jorj/rah.html
מראות	מראה	לשון_המקרא	tnk1/ljon/sug/LjonMare.html
מְרַאֲשות	מקום	לשון_המקרא	tnk1/ljon/jorj/raj1.html
מרב	אשה	דמות_מהתנך	tnk1/dmut/dmut/653.html
מרבד	כלי [= מצעות נאות]	לשון_המקרא	tnk1/ljon/jorj/rbd.html
מַרבֶה	מופשט	לשון_המקרא	tnk1/ljon/jorj/rbh.html
מִרבה	מופשט	לשון_המקרא	tnk1/ljon/jorj/rbh1.html
מרבית1	מופשט [= הצמדה]	לשון_המקרא	tnk1/ljon/jorj/rbh1.html
מרבית2	מופשט	לשון_המקרא	tnk1/ljon/jorj/rbh2.html
מרבץ	מקום מתואר	לשון_המקרא	tnk1/ljon/jorj/rbc.html
מרבק	מקום [= מקום פטום עגלים]	לשון_המקרא	tnk1/ljon/jorj/rbq.html
מרג	שורש	לשון_המקרא	tnk1/ljon/jorj/mrg.html
מרגוע	מופשט	לשון_המקרא	tnk1/ljon/jorj/rge2.html
מרגל	בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/rgl1.html
מרגלות	גוף [= כמו רגליים, ראב"ע]	לשון_המקרא	tnk1/ljon/jorj/rgl1.html
מרגלים	קבוצה	דמות_מהתנך	tnk1/dmut/dmut/1341.html
מרגמה	כלי נשק [= קבוצת אבנים]	לשון_המקרא	tnk1/ljon/jorj/rgm.html
מרגעה	מופשט	לשון_המקרא	tnk1/ljon/jorj/rge2.html
מרֶד	מופשט	לשון_המקרא	tnk1/ljon/jorj/mrd.html
מרד אבשלום	מרד אבשלום - כל המאמרים	אוסף מאמרים	tnk1/nvir/jmuelb/avjlom.html
מרדך בלאדן	גבר	דמות_מהתנך	tnk1/dmut/dmut/1106.html
מרדכי	גבר	דמות_מהתנך	tnk1/dmut/dmut/1305.html
מרה	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/mrh.html
מרובב	תואר [= [בינוני של "רֻבב"]]	לשון_המקרא	tnk1/ljon/jorj/rbb.html
מרובע	תואר [= [בינוני של "רֻבָּע"]]	לשון_המקרא	tnk1/ljon/jorj/rbe.html
מרוּד	מופשט [= נרדף ל"עוני"]	לשון_המקרא	tnk1/ljon/jorj/rwd=ryd.html
מרוּדים	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/rwd=ryd.html
מרווח	תואר [= [בינוני של "רֻוח"]]	לשון_המקרא	tnk1/ljon/jorj/rwx1.html
מרוֹח-	תואר	לשון_המקרא	tnk1/ljon/jorj/mrx.html
מרום	מקום מתואר [= דבר או מקום הרם]	לשון_המקרא	tnk1/ljon/jorj/rwm1.html
מרומי קרת	ביטוי: מקום	לשון_המקרא	tnk1/ljon/jorj/qrh.html#bituy
מרוץ	מופשט	לשון_המקרא	tnk1/ljon/jorj/rwc.html
מרוצה	מופשט	לשון_המקרא	tnk1/ljon/jorj/rwc.html
מרוֹרה	מופשט	לשון_המקרא	tnk1/ljon/jorj/mrr.html
מרורים	חומר [= סמים מרים]	לשון_המקרא	tnk1/ljon/jorj/mrr.html
מרזח	מופשט [= משתה, רש"י]	לשון_המקרא	tnk1/ljon/jorj/rzx.html
מרח	שורש [= ענינו מעיכה וכתיתה]	לשון_המקרא	tnk1/ljon/jorj/mrx.html
מרחב	מקום מתואר	לשון_המקרא	tnk1/ljon/jorj/rxb.html
מרחק	מקום	לשון_המקרא	tnk1/ljon/jorj/rxq.html
מרחשת	כלי אש [= כלי טיגון עמוק, שמנענע השמן ומשמיע קול]	לשון_המקרא	tnk1/ljon/jorj/rxj.html
מרט	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/mrf.html
מֹרט2	פֻעל	לשון_המקרא	tnk1/ljon/jorj/mrf2.html
מרִי	מופשט	לשון_המקרא	tnk1/ljon/jorj/mrh1.html
מריא	חיה [= איל (?) בהמה כלשהי (?)]	לשון_המקרא	tnk1/ljon/jorj/mra.html
מריבה	מופשט	לשון_המקרא	tnk1/ljon/jorj/rwb=ryb.html
מריות	גבר	דמות_מהתנך	tnk1/dmut/dmut/761.html
מרים	אשה	דמות_מהתנך	tnk1/dmut/dmut/281.html
מרירוּת	מופשט	לשון_המקרא	tnk1/ljon/jorj/mrr.html
מרירי	תואר	לשון_המקרא	tnk1/ljon/jorj/mrr.html
מרכב	מקום מתואר	לשון_המקרא	tnk1/ljon/jorj/rkb.html
מרכבה	מבנה	לשון_המקרא	tnk1/ljon/jorj/rkb.html
מרכולת	מופשט	לשון_המקרא	tnk1/ljon/jorj/rkl.html
מרמָה	מופשט	לשון_המקרא	tnk1/ljon/jorj/rmh2.html
מרמס	מופשט	לשון_המקרא	tnk1/ljon/jorj/rms.html
מרס	גבר	דמות_מהתנך	tnk1/dmut/dmut/1417.html
מרסנא	גבר	דמות_מהתנך	tnk1/dmut/dmut/1418.html
מרע2	אדם קרוב	לשון_המקרא	tnk1/ljon/jorj/rwe2.html
מרעה	מקום מתואר [= מקום שרועים שם]	לשון_המקרא	tnk1/ljon/jorj/reh1.html
מרעית	מופשט	לשון_המקרא	tnk1/ljon/jorj/reh1.html
מרפא	מופשט [= תרופה והבראה, או הרפיה ועזיבה]	לשון_המקרא	tnk1/ljon/jorj/rpa1.html
מרפא לשון	ביטוי: גוף	לשון_המקרא	tnk1/ljon/jorj/ljn.html#bituy
מרפה	מופשט	לשון_המקרא	tnk1/ljon/jorj/rpa1.html
מרפשׂ	מופשט	לשון_המקרא	tnk1/ljon/jorj/rpsj.html
מרצ	שורש [= ענינו חוזק ותוקף]	לשון_המקרא	tnk1/ljon/jorj/mrc.html
מרצע	כלי חיתוך [= כלי נקיבה]	לשון_המקרא	tnk1/ljon/jorj/rce.html
מרצפת	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/rcp1.html
מֹרק	פֻעל	לשון_המקרא	tnk1/ljon/jorj/mrq.html
מרקחה	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/rqx.html
מרקחת	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/rqx.html
מרר	שורש	לשון_המקרא	tnk1/ljon/jorj/mrr.html
מרֵרה	גוף [= מרה שבגוף]	לשון_המקרא	tnk1/ljon/jorj/mrr.html
מררי	גבר	דמות_מהתנך	tnk1/dmut/dmut/214.html
מרשעת	בעל תכונה	לשון_המקרא	tnk1/ljon/jorj/rje.html
מרתיים	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/mrh1.html
מש	גבר	דמות_מהתנך	tnk1/dmut/dmut/70.html
מָש	פעל	לשון_המקרא	tnk1/ljon/jorj/mwj.html
משא	גבר	דמות_מהתנך	tnk1/dmut/dmut/147.html
משָּא	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/njh2.html
משָּׂא	מופשט [= כובד הנישא על האדם ויהיה לו לטורח ועומס, וגם נבואת פורענות נקראת בשם "משא", שהוא לטורח ועומס השומעים. והושאל לכל נבואה, ולכן כעס ה' על האומרים "משא ה'", ואמר [יר' כג] "ואמרת אליהם את מה משא ונטשתי כו'", כלומר זה עיקר הוראת משא - לנבואת פורענות]	לשון_המקרא	tnk1/ljon/jorj/nsja.html
משאב	עצם בארץ [= מעייני השאיבה [רק בריבוי "משאבים"]]	לשון_המקרא	tnk1/ljon/jorj/jab.html
משָּׂאה	מופשט [= "משָּׂא" בלשון נקבה]	לשון_המקרא	tnk1/ljon/jorj/nsja.html
משאון	מופשט	לשון_המקרא	tnk1/ljon/jorj/nja1.html
משאלה	מופשט	לשון_המקרא	tnk1/ljon/jorj/jal1.html
משארת	כלי קיבול	לשון_המקרא	tnk1/ljon/jorj/jar3.html
משּאת	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/njh2.html
משֵׂאת	שם מתואר [= דבר הנישא ומרומם, ורובו - מתנות]	לשון_המקרא	tnk1/ljon/jorj/nsja.html
משביר	בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/jbr2.html
משבצת	שם מתואר [= דבר משובץ]	לשון_המקרא	tnk1/ljon/jorj/jbc.html
מִשבָר	עצם בארץ [= גל שנשבר בים]	לשון_המקרא	tnk1/ljon/jorj/jbr1.html
מִשבת	מופשט [= שביתה]	לשון_המקרא	tnk1/ljon/jorj/jbt.html
משׂגב	מופשט	לשון_המקרא	tnk1/ljon/jorj/sjgb.html
משׂגב[ע]	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/sjgb.html
משגה	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/jgh.html
משה	גבר	דמות_מהתנך	tnk1/dmut/dmut/264.html
משה	שורש [= ענינו משיכה והעלאה, ועמו שם "משי"]	לשון_המקרא	tnk1/ljon/jorj/mjh.html
מַשֶּה	מופשט [= על-דרך "מטה", ולדעת רבים הוא פועל, ראב"ע]	לשון_המקרא	tnk1/ljon/jorj/njh2.html
משה הר נוי	הספר "נויה של תורה" מאת הרב משה הר-נוי	אוסף מאמרים	tnk1/sofrim/harnoy/index.html
משה עלה להר סיני וה' ציוה אותו לבנות את המשכן	שמות כד12	פרשה_בתנך	prqim/t0224.htm#12
משה רבנו	גבר	דמות_מהתנך	tnk1/dmut/dmut/264.html
משוא פנים	ביטוי: אופי	לשון_המקרא	tnk1/ljon/jorj/nsja.html#bituy
משוא פנים בדין	משוא פנים בדין	מצוות_אדם	tryg/sug/mjwa_pnym_bdyn.html
משואה	מופשט	לשון_המקרא	tnk1/ljon/jorj/jah1.html
משואות	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/nja1.html
משובבת	תואר [= [בינוני של "שובַב"]]	לשון_המקרא	tnk1/ljon/jorj/jwb1.html
משובה	מופשט	לשון_המקרא	tnk1/ljon/jorj/jwb2.html
משובץ	תואר [= [בינוני של "שֻבץ"]]	לשון_המקרא	tnk1/ljon/jorj/jbc.html
משוגע	תואר [= [בינוני של "שֻגע"]]	לשון_המקרא	tnk1/ljon/jorj/jge.html
מִשּוֹט	כלי	לשון_המקרא	tnk1/ljon/jorj/jwf.html
מָשוֹט	כלי	לשון_המקרא	tnk1/ljon/jorj/jwf3.html
משׂוכה	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/sjwk.html
משׂוּכָּה	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/skk=jkk.html
משולבות	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/jlb.html
משולש	תואר [= בינוני של "שֻלש"]	לשון_המקרא	tnk1/ljon/jorj/jlj.html
משוקד	תואר [= עשויים כשקדים [בינוני של "שֻקד"]]	לשון_המקרא	tnk1/ljon/jorj/jqd.html
מַשּׂוֹר	כלי חיתוך [= שׂ' תחת ס'; על משקל "כַמּוֹן". שם מגרה, על שם שמוסרין אותו זה לזה למשכו אצלו]	לשון_המקרא	tnk1/ljon/jorj/msr=mjr.html
משׂורה	כלי קיבול	לשון_המקרא	tnk1/ljon/jorj/sjwr.html
משורר	בעל תפקיד [= [בינוני של "שורר"]]	לשון_המקרא	tnk1/ljon/jorj/jyr.html
משׂושׂ	רגש	לשון_המקרא	tnk1/ljon/jorj/sjwsj=sjyj.html
משזר	מופשט [= ענינו קליעת שש]	לשון_המקרא	tnk1/ljon/jorj/jzr.html
משח	שורש [= ענינו סיכה בשמן, לכהונה למלכות או לקדושה, ובהשאלה כל מינוי לתפקיד חשוב]	לשון_המקרא	tnk1/ljon/jorj/mjx.html
משחית	תואר	לשון_המקרא	tnk1/ljon/jorj/jxt.html
משׂחק	מופשט	לשון_המקרא	tnk1/ljon/jorj/sjxq.html
משחקי חברה	משחקים לקבוצות	אוסף מאמרים	tnk1/sig/do2.html
משחקי רשת	משחקי מחשב תנ"כיים - להורדה או למשחק ברשת	אוסף מאמרים	tnk1/sig/do3.html
משחקים ופעילויות	רעיונות וחומרי-עזר עבור הפעלות ומשחקים תנ"כיים	אוסף מאמרים	tnk1/sig/do.html
משחר	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/jxr3.html
מִשחַת	תואר	לשון_המקרא	tnk1/ljon/jorj/jxt.html
מָשחָת[מ]	מופשט	לשון_המקרא	tnk1/ljon/jorj/jxt.html
מָשחָת[ת]	תואר [= [בינוני של "השחת"]]	לשון_המקרא	tnk1/ljon/jorj/jxt.html
משטוח	מופשט	לשון_המקרא	tnk1/ljon/jorj/jfx.html
משטח	מופשט	לשון_המקרא	tnk1/ljon/jorj/jfx.html
משׂטמה	רגש	לשון_המקרא	tnk1/ljon/jorj/sjfm.html
משטר	מופשט	לשון_המקרא	tnk1/ljon/jorj/jfr.html
מֶשִי	חומר בנין [= ארג המשוי מפי התולעת]	לשון_המקרא	tnk1/ljon/jorj/mjh.html
משיח	בעל תפקיד [= תואר - כמו משוח; כל אדם שנתמנה לתפקיד חשוב]	לשון_המקרא	tnk1/ljon/jorj/mjx.html
משיח בן דוד	גבר	דמות_מהתנך	tnk1/dmut/dmut/1353.html
משיחה	משיחה	מצוות_רצון	tryg/sug/mjyxh.html
משיחת זרים	איסור שימוש בשמן המשחה למשיחת זרים	מצוות_עצם	tryg/sug/mjyxt_zrym.html
משיסה	מופשט	לשון_המקרא	tnk1/ljon/jorj/jss.html
משך	גבר	דמות_מהתנך	tnk1/dmut/dmut/22.html
מֻשך	פֻעל	לשון_המקרא	tnk1/ljon/jorj/mjk.html
משך בן יפת	גבר	דמות_מהתנך	tnk1/dmut/dmut/22.html
משך חסד	ביטוי: פעל [= המשיך לעשות חסד]	לשון_המקרא	tnk1/ljon/jorj/xsd.html#bituy
משֶך[מ]	מופשט	לשון_המקרא	tnk1/ljon/jorj/mjk.html
משֶך[ע]	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/mjk.html
משכב	מופשט	לשון_המקרא	tnk1/ljon/jorj/jkb.html
משכב זכר	איסור יחסי מין בין גברים	מצוות_רצון	tryg/sug/mjkb_zkr.html
משכב[ע]	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/jkb.html
משכון	דיני משכון על הלואה	מצוות_רצון	tryg/sug/rcon_mjkwn.html
משכון בגד אלמנה	משכון בגד אלמנה	מצוות_רצון	tryg/sug/mjkwn_bgd_almnh.html
משכון בכוח	משכון בכוח	מצוות_רצון	tryg/sug/mjkwn_bkwx.html
משכון עני	החזרת המשכון ללווה עני	מצוות_רצון	tryg/sug/mjkwn_eny.html
משׂכורת	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/sjkr.html
משכית	מופשט	לשון_המקרא	tnk1/ljon/jorj/sjkh.html
משכן	מקום מתואר	לשון_המקרא	tnk1/ljon/jorj/jkn.html
משל	שורש [עם כמה משמעויות שונות]	לשון_המקרא	tnk1/ljon/jorj/mjl.html
משָל	מופשט [= בלשון ימינו סיפור דמיוני עתיר סמלים; בלשון המקרא גם פתגם חכם, וגם ביטוי למצב רע במיוחד]	לשון_המקרא	tnk1/ljon/jorj/mjl2.html
משל ונמשל	משל ונמשל - הקשר ביניהם	אוסף מאמרים	tnk1/sig/mjl.html
משל יותם	משל יותם	אוסף מאמרים	tnk1/nvir/joftim/mjlyotm.html
משָל[ע]	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/mjl2.html
משַל2	פעל [= דיבר דיבור מליצי, אמר מָשָל]	לשון_המקרא	tnk1/ljon/jorj/mjl2.html
משלוח	מופשט	לשון_המקרא	tnk1/ljon/jorj/jlx1.html
משלוש	מופשט [= על-משקל "משלוח"]	לשון_המקרא	tnk1/ljon/jorj/jlj.html
משלח	מופשט	לשון_המקרא	tnk1/ljon/jorj/jlx1.html
משלח יד	ביטוי: מופשט	לשון_המקרא	tnk1/ljon/jorj/yd.html#bituy
משלחת	מופשט [= "משלח" בלשון נקבה]	לשון_המקרא	tnk1/ljon/jorj/jlx1.html
משלי	משלי	ספר	tnk1/prqim/t28.htm
משלי - כל הפרקים	משלי א0	פרשה_בתנך	prqim/t2801.htm#0
משלי י-כב כמשל לבית דוד	משלי י-כב כמשל לבית דוד	אוסף מאמרים	tnk1/ktuv/mjly/hqblot_dwd.html
משלי י-כב כמשל לחיי האבות	משלי י-כב כמשל לחיי האבות	אוסף מאמרים	tnk1/ktuv/mjly/hqblot_avot.html
משלי שלמה - משלים קצרים	משלי י0	פרשה_בתנך	prqim/t2810.htm#0
משלי שלמה בן דוד מלך ישראל - משלים ארוכים	משלי א0	פרשה_בתנך	prqim/t2801.htm#0
משלם	גבר	דמות_מהתנך	tnk1/dmut/dmut/1107.html
משלמת	אשה	דמות_מהתנך	tnk1/dmut/dmut/1001.html
מִשָּם .	ביטוי: מקום	לשון_המקרא	tnk1/ljon/jorj/jm3.html#bituy
מִשֵּם- .	ביטוי: מילת יחס	לשון_המקרא	tnk1/ljon/jorj/jm1.html#bituy
משמה	מופשט	לשון_המקרא	tnk1/ljon/jorj/jmm.html
משמן	מופשט	לשון_המקרא	tnk1/ljon/jorj/jmn1.html
משמנים	שם מתואר [= מאכלים שמנים]	לשון_המקרא	tnk1/ljon/jorj/jmn1.html
משמע	גבר	דמות_מהתנך	tnk1/dmut/dmut/145.html
משמַע	מופשט	לשון_המקרא	tnk1/ljon/jorj/jme.html
משמעויות	רבשורש	לשון_המקרא	tnk1/ljon/sug/index.html
משמעויות של שמות	משמעויות של שמות	אוסף מאמרים	tnk1/dmut/mjmauyot.html
משמעת	מופשט	לשון_המקרא	tnk1/ljon/jorj/jme.html
משמר	מופשט	לשון_המקרא	tnk1/ljon/jorj/jmr1.html
משׂמֵר	כלי	לשון_המקרא	tnk1/ljon/jorj/smr=jmr.html
משמר[ע]	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/jmr1.html
משמרות בחגים	משמרות בחגים	מצוות_זמן	tryg/sug/mjmrwt_bxgym.html
משמרות הכהונה	ביטוי: בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/khn.html#bituy
משמרת	מופשט	לשון_המקרא	tnk1/ljon/jorj/jmr1.html
משמרת[ע]	שם מתואר	לשון_המקרא	tnk1/ljon/jorj/jmr1.html
משנֶה	בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/jnh2.html
משנֶה[מ]	מופשט [= ענין כפל]	לשון_המקרא	tnk1/ljon/jorj/jnh2.html
משנֶה[ע]	שם מתואר [= שני במעלה]	לשון_המקרא	tnk1/ljon/jorj/jnh2.html
משעול	מקום [= שביל הנדרך בשעל]	לשון_המקרא	tnk1/ljon/jorj/jel1.html
משעי	מופשט	לשון_המקרא	tnk1/ljon/jorj/jeh.html
מִשעַן	מופשט	לשון_המקרא	tnk1/ljon/jorj/jen.html
מַשעֵנה	שם מתואר [= מענין "השעין"]	לשון_המקרא	tnk1/ljon/jorj/jen.html
משענת	כלי	לשון_המקרא	tnk1/ljon/jorj/jen.html
משׂפח	שם מתואר [= מענין "שׂיפח"]	לשון_המקרא	tnk1/ljon/jorj/spx=sjpx.html
משפָּחָה	אדם קרוב	לשון_המקרא	tnk1/ljon/jorj/jpx2.html
משפחה	היחס לקרובי משפחה	מצוות_אדם	tryg/sug/ecm_adm_qrwbym.html
משֹפֵט	בעל תפקיד [= כמו שופט]	לשון_המקרא	tnk1/ljon/jorj/jpf.html
משפט בשבת	איסור עשיית דין מוות בשבת	מצוות_זמן	tryg/sug/mjpf_bjbt.html
משפט המלוכה	ביטוי: מופשט	לשון_המקרא	tnk1/ljon/jorj/mlk1.html#bituy
משפט המלך	ביטוי: מופשט	לשון_המקרא	tnk1/ljon/jorj/mlk1.html#bituy
משפט שלמה	משפט שלמה - כל המאמרים	אוסף מאמרים	tnk1/nvir/mlkima/ma-03.html
משפתיים	מקום מתואר	לשון_המקרא	tnk1/ljon/jorj/jpt.html
מַשָּק	קול	לשון_המקרא	tnk1/ljon/jorj/jqq.html
משֶק	מופשט [= גידול ואמון בבית]	לשון_המקרא	tnk1/ljon/jorj/mjq.html
משקה	שם מתואר [= דבר אשר יישתה]	לשון_המקרא	tnk1/ljon/jorj/jqh.html
משקול	מופשט	לשון_המקרא	tnk1/ljon/jorj/jql.html
משקולת	כלי [= חוט שהבונים קושרים בו עופרת כו', רש"י]	לשון_המקרא	tnk1/ljon/jorj/jql.html
משקוף	מבנה [= חלון שעל הפתח, ראב"ע, וע' רש"י]	לשון_המקרא	tnk1/ljon/jorj/jqp.html
משקל	מופשט	לשון_המקרא	tnk1/ljon/jorj/jql.html
משקלים	משקלים של מילים בלשון המקרא	אוסף מאמרים	tnk1/ljon/dq/mjqlym.html
משקע	מופשט	לשון_המקרא	tnk1/ljon/jorj/jqe.html
משׂר	שורש	לשון_המקרא	tnk1/ljon/jorj/mjr.html
משרה	מופשט	לשון_המקרא	tnk1/ljon/jorj/jrh3.html
משׂרה	מופשט	לשון_המקרא	tnk1/ljon/jorj/sjrh.html
משרת	בעל תפקיד	לשון_המקרא	tnk1/ljon/jorj/jrt.html
משׂרת	כלי אש	לשון_המקרא	tnk1/ljon/jorj/sjrt.html
משש	שורש [= ענינו תפישת דבר ביד לדעת מה הוא]	לשון_המקרא	tnk1/ljon/jorj/mjj.html
משתה	מופשט [= שתיה]	לשון_המקרא	tnk1/ljon/jorj/jth1.html
משתה[ע]	שם מתואר [= סעודה שדרכה לקבעה על היין]	לשון_המקרא	tnk1/ljon/jorj/jth1.html
מת	פעל	לשון_המקרא	tnk1/ljon/jorj/mwt.html
מת[ת]	תואר	לשון_המקרא	tnk1/ljon/jorj/mwt.html
מתאים	תואר [= [בינוני של "התאים"]]	לשון_המקרא	tnk1/ljon/jorj/tam.html
מתבן	עשב	לשון_המקרא	tnk1/ljon/jorj/tbn.html
מתֶג	כלי [= נרדף ל"רסן"]	לשון_המקרא	tnk1/ljon/jorj/mtg.html
